,RT_Time,RT_Depth,RT_PUMP_ON,RT_PUMP_OFF,RT_ROP,RT_RPM.W,RT_SLIDE_BIT,RT_WOB,MR_GAMA.5S5A,MR_FLOW.M,MR_ROTATION,MR_RPM-AVG.MR,MR_RPM-MAG-AVG.MR,MR_GRAV.M,MR_VIBA.MR,MR_VIBL.MR,PD_Gamma,PD_Pump Event,PD_Axial Vibration,PD_Lateral Vibration
156749,2024-12-11 04:21:17,10565.6,,,,,,,35.8,,,,,,,,,,,
156753,2024-12-11 04:21:20,10565.63,,,18.87,20.19,,52.29,,,,,,,,,,,,
156755,2024-12-11 04:21:22,10565.63,,,,,,,32.8,,,,,,,,,,,
156758,2024-12-11 04:21:25,10565.65,,,18.72,-6.81,,52.01,,,,,,,,,,,,
156765,2024-12-11 04:21:30,10565.67,,,18.63,-10.69,,52.46,,,,,,,,,,,,
156772,2024-12-11 04:21:35,10565.69,,,18.57,21.99,,52.21,,,,,,,,,,,,
156774,2024-12-11 04:21:36,10565.69,,,,,,,,,,,,,,,30.93,,,
156779,2024-12-11 04:21:40,10565.72,,,18.52,-19.59,,52.24,,,,,,,,,,,,
156780,2024-12-11 04:21:40,10565.72,,,18.52,-19.59,,52.24,,,,,,,,,,,,
156786,2024-12-11 04:21:45,10565.73,,,18.53,7.89,,52.49,,,,,,,,,,,,
156787,2024-12-11 04:21:45,10565.73,,,18.53,7.89,,52.49,,,,,,,,,,,,
156790,2024-12-11 04:21:47,10565.73,,,,,,,31.4,,,,,,,,,,,
156794,2024-12-11 04:21:50,10565.75,,,18.55,8.5,,52.06,,,,,,,,,,,,
156796,2024-12-11 04:21:52,10565.75,,,,,,,33.4,,,,,,,,,,,
156801,2024-12-11 04:21:55,10565.77,,,18.55,-20.04,,52.24,,,,,,,,,,,,
156809,2024-12-11 04:22:00,10565.78,,,18.51,20.08,,52.1,,,,,,,,,,,,
156812,2024-12-11 04:22:02,10565.78,,,,,,,32.4,,,,,,,,,,,
156815,2024-12-11 04:22:05,10565.8,,,18.44,-10.5,,51.94,,,,,,,,,,,,
156819,2024-12-11 04:22:07,10565.8,,,,,,,33.2,,,,,,,,,,,
156821,2024-12-11 04:22:07,10567.98,,,,,,,33.2,,,,,,,,,,,
156825,2024-12-11 04:22:10,10565.82,,,18.29,-5.61,,52.25,,,,,,,,,,,,
156829,2024-12-11 04:22:15,10565.83,,,18.04,20.18,,52,,,,,,,,,,,,
156834,2024-12-11 04:22:18,10523.04,,,,,,,,,,,,,0.29425305,0.41466996,,,,
156837,2024-12-11 04:22:20,10565.85,,,17.76,-22.36,,51.97,,,,,,,,,,,,
156839,2024-12-11 04:22:22,10565.85,,,,,,,31.8,,,,,,,,,,,
156843,2024-12-11 04:22:25,10565.87,,,17.48,10.61,,52.12,,,,,,,,,,,,
156849,2024-12-11 04:22:30,10565.89,,,17.18,6.79,,51.94,,,,,,,,,,,,
156854,2024-12-11 04:22:35,10565.91,,,16.81,-18.25,,51.87,,,,,,,,,,,,
156856,2024-12-11 04:22:36,10523.18,,,,,,,,,,,,,,,30.93,,,
156857,2024-12-11 04:22:36,10568.18,,,,,,,,,,,,,,,30.93,,,
156858,2024-12-11 04:22:37,10565.91,,,,,,,34.8,,,,,,,,,,,
156862,2024-12-11 04:22:40,10565.93,,,16.4,21.13,,52.05,,,,,,,,,,,,
156867,2024-12-11 04:22:45,10565.96,,,15.92,-12.42,,51.71,,,,,,,,,,,,
156875,2024-12-11 04:22:50,10565.99,,,15.43,-3.41,,51.71,,,,,,,,,,,,
156876,2024-12-11 04:22:51,10565.99,,,,,,,,,,,,,,,28.8,,,
156880,2024-12-11 04:22:55,10566.02,,,14.96,17.67,,52.06,,,,,,,,,,,,
156882,2024-12-11 04:22:57,10512.34,,,,,,,33.2,,,,,,,,,,,
156883,2024-12-11 04:22:57,10566.02,,,,,,,33.2,,,,,,,,,,,
156887,2024-12-11 04:23:00,10566.04,,,14.69,-23.12,,52.48,,,,,,,,,,,,
156888,2024-12-11 04:23:02,10566.04,,,,,,,32.8,,,,,,,,,,,
156890,2024-12-11 04:23:05,10566.06,,,14.55,14.25,,52.22,,,,,,,,,,,,
156891,2024-12-11 04:23:06,10568.42,,,,,,,,,,,,,,,29.87,,,
156892,2024-12-11 04:23:07,10566.06,,,,,,,31.4,,,,,,,,,,,
156895,2024-12-11 04:23:10,10566.08,,,14.44,2.69,1,52.53,,,,,,,,,,,,
156901,2024-12-11 04:23:15,10566.1,,,14.38,-18.33,1,52.41,,,,,,,,,,,,
156908,2024-12-11 04:23:20,10566.11,,,14.33,23.5,,52.37,,,,,,,,,,,,
156909,2024-12-11 04:23:21,10566.11,,,,,,,,,,,,,,,29.87,,1.59,2.01
156910,2024-12-11 04:23:22,10523.52,,,,,,,35.6,,,,,,,,,,,
156911,2024-12-11 04:23:22,10566.11,,,,,,,35.6,,,,,,,,,,,
156913,2024-12-11 04:23:25,10566.13,,,14.32,-13.69,,52.17,,,,,,,,,,,,
156915,2024-12-11 04:23:27,10568.54,,,,,,,34.4,,,,,,,,,,,
156918,2024-12-11 04:23:30,10566.15,,,14.33,-3.17,,52.18,,,,,,,,,,,,
156920,2024-12-11 04:23:32,10566.15,,,,,,,35,,,,,,,,,,,
156923,2024-12-11 04:23:35,10566.16,,,14.37,17.08,,51.9,,,,,,,,,,,,
156924,2024-12-11 04:23:36,10566.16,,,,,,,,,,,,,,,30.93,,,
156925,2024-12-11 04:23:36,10568.6,,,,,,,,,,,,,,,30.93,,,
156926,2024-12-11 04:23:37,10566.16,,,,,,,35,,,,,,,,,,,
156931,2024-12-11 04:23:40,10566.18,,,14.41,-22.55,,52.28,,,,,,,,,,,,
156933,2024-12-11 04:23:42,10566.18,,,,,,,30.6,,,,,,,,,,,
156935,2024-12-11 04:23:45,10566.2,,,14.44,14.83,,52.03,,,,,,,,,,,,
156938,2024-12-11 04:23:47,10523.64,,,,,,,30.4,,,,,,,,,,,
156941,2024-12-11 04:23:50,10566.22,,,14.48,-1.26,,52.14,,,,,,,,,,,,
156942,2024-12-11 04:23:51,10566.22,,,,,,,,,,,,,,,30.93,,,
156947,2024-12-11 04:23:55,10566.23,,,14.54,-15.72,,51.99,,,,,,,,,,,,
156956,2024-12-11 04:24:00,10566.25,,,14.61,24.5,,52.18,,,,,,,,,,,,
156957,2024-12-11 04:24:02,10566.25,,,,,,,30.6,,,,,,,,,,,
156958,2024-12-11 04:24:02,10568.7,,,,,,,30.6,,,,,,,,,,,
156960,2024-12-11 04:24:05,10566.27,,,14.66,-15.54,,52.13,,,,,,,,,,,,
156961,2024-12-11 04:24:06,10568.72,,,,,,,,,,,,,,,33.07,,,
156962,2024-12-11 04:24:07,10566.27,,,,,,,31,,,,,,,,,,,
156965,2024-12-11 04:24:10,10566.29,,,14.7,1.75,,52.41,,,,,,,,,,,,
156969,2024-12-11 04:24:15,10566.3,,,14.69,12.74,,52.12,,,,,,,,,,,,
156973,2024-12-11 04:24:18,10566.3,,,,,,,,,,,,,0.3378477,,,,,
156976,2024-12-11 04:24:20,10566.32,,,14.62,-23.47,,52.19,,,,,,,,,,,,
156983,2024-12-11 04:24:25,10566.33,,,14.51,17.63,,52.11,,,,,,,,,,,,
156984,2024-12-11 04:24:25,10566.33,,,14.51,17.63,,52.11,,,,,,,,,,,,
156989,2024-12-11 04:24:30,10566.35,,,14.37,-1.85,,51.83,,,,,,,,,,,,
156990,2024-12-11 04:24:32,10566.35,,,,,,,37.6,,,,,,,,,,,
156992,2024-12-11 04:24:35,10566.37,,,14.22,-13.79,,51.89,,,,,,,,,,,,
156993,2024-12-11 04:24:36,10568.89,,,,,,,,,,,,,,,33.07,,,
156994,2024-12-11 04:24:37,10523.89,,,,,,,35.8,,,,,,,,,,,
156995,2024-12-11 04:24:37,10566.37,,,,,,,35.8,,,,,,,,,,,
156999,2024-12-11 04:24:40,10566.39,,,14.05,21.8,,52.04,,,,,,,,,,,,
157000,2024-12-11 04:24:42,10566.39,,,,,,,33.6,,,,,,,,,,,
157004,2024-12-11 04:24:45,10566.4,,,13.89,-17.71,,51.91,,,,,,,,,,,,
157010,2024-12-11 04:24:50,10566.43,,,13.73,4.91,,51.93,,,,,,,,,,,,
157011,2024-12-11 04:24:51,10566.43,,,,,,,,,,,,,,,32,,,
157012,2024-12-11 04:24:52,10566.43,,,,,,,36.4,,,,,,,,,,,
157015,2024-12-11 04:24:55,10566.45,,,13.6,11.97,,51.64,,,,,,,,,,,,
157020,2024-12-11 04:24:58,10513.04,,,,,,,,,,0.02,,,,,,,,
157022,2024-12-11 04:24:58,10566.45,,,,,,,,,,0.02,,,,,,,,
157024,2024-12-11 04:25:00,10566.48,,,13.47,-21.75,,51.69,,,,,,,,,,,,
157028,2024-12-11 04:25:05,10566.51,,,13.38,17.91,,52.21,,,,,,,,,,,,
157029,2024-12-11 04:25:06,10569.1,,,,,,,,,,,,,,,27.73,,,
157030,2024-12-11 04:25:07,10566.51,,,,,,,30.6,,,,,,,,,,,
157033,2024-12-11 04:25:10,10566.53,,,13.33,-6.38,,52.27,,,,,,,,,,,,
157035,2024-12-11 04:25:12,10569.13,,,,,,,30.4,,,,,,,,,,,
157038,2024-12-11 04:25:15,10566.55,,,13.31,-12.61,1,52.57,,,,,,,,,,,,
157040,2024-12-11 04:25:17,10566.55,,,,,,,30.8,,,,,,,,,,,
157043,2024-12-11 04:25:20,10566.57,,,13.3,20.81,1,52.55,,,,,,,,,,,,
157048,2024-12-11 04:25:25,10566.59,,,13.3,-20.11,,52.47,,,,,,,,,,,,
157051,2024-12-11 04:25:27,10566.59,,,,,,,37.6,,,,,,,,,,,
157053,2024-12-11 04:25:30,10566.6,,,13.29,8.31,,52.34,,,,,,,,,,,,
157060,2024-12-11 04:25:35,10566.61,,,13.28,9.61,,52.29,,,,,,,,,,,,
157061,2024-12-11 04:25:36,10569.27,,,,,,,,,,,,,,,29.87,,,
157062,2024-12-11 04:25:37,10566.61,,,,,,,31.6,,,,,,,,,,,
157064,2024-12-11 04:25:37,10569.27,,,,,,,31.6,,,,,,,,,,,
157067,2024-12-11 04:25:38,10566.61,,,,,,,,,,,,,0.32264206,0.41466996,,,,
157069,2024-12-11 04:25:40,10566.63,,,13.29,-21.29,,52.37,,,,,,,,,,,,
157071,2024-12-11 04:25:42,10566.63,,,,,,,33.2,,,,,,,,,,,
157073,2024-12-11 04:25:45,10566.64,,,13.31,20.87,,52.06,,,,,,,,,,,,
157074,2024-12-11 04:25:45,10566.64,,,13.31,20.87,,52.06,,,,,,,,,,,,
157080,2024-12-11 04:25:50,10566.65,,,13.34,-7.56,,51.89,,,,,,,,,,,,
157085,2024-12-11 04:25:55,10566.67,,,13.38,-9.26,,51.9,,,,,,,,,,,,
157087,2024-12-11 04:25:57,10569.37,,,,,,,33,,,,,,,,,,,
157089,2024-12-11 04:25:58,10566.67,,,,,,,,,,0.02,,,0.35377,0.43421274,,,,
157092,2024-12-11 04:26:00,10566.69,,,13.43,19.26,,51.91,,,,,,,,,,,,
157093,2024-12-11 04:26:02,10566.69,,,,,,,35.2,,,,,,,,,,,
157095,2024-12-11 04:26:05,10566.71,,,13.52,-20.96,,52.03,,,,,,,,,,,,
157096,2024-12-11 04:26:05,10566.71,,,13.52,-20.96,,52.03,,,,,,,,,,,,
157098,2024-12-11 04:26:07,10566.71,,,,,,,35.2,,,,,,,,,,,
157099,2024-12-11 04:26:07,10569.44,,,,,,,35.2,,,,,,,,,,,
157103,2024-12-11 04:26:10,10566.73,,,13.6,9.53,,51.8,,,,,,,,,,,,
157110,2024-12-11 04:26:15,10566.76,,,13.72,7.88,,51.6,,,,,,,,,,,,
157112,2024-12-11 04:26:17,10569.5,,,,,,,35.4,,,,,,,,,,,
157117,2024-12-11 04:26:20,10566.8,,,13.85,-19.14,,51.43,,,,,,,,,,,,
157118,2024-12-11 04:26:21,10524.54,,,,,,,,,,,,,,,29.87,,1.59,2.01
157119,2024-12-11 04:26:21,10566.8,,,,,,,,,,,,,,,29.87,,1.59,2.01
157123,2024-12-11 04:26:25,10566.83,,,13.95,22.09,,51.9,,,,,,,,,,,,
157125,2024-12-11 04:26:27,10569.56,,,,,,,30.8,,,,,,,,,,,
157128,2024-12-11 04:26:30,10566.88,,,14,-10.08,,51.62,,,,,,,,,,,,
157133,2024-12-11 04:26:35,10566.93,,,14.11,-3.32,,51.38,,,,,,,,,,,,
157135,2024-12-11 04:26:37,10566.93,,,,,,,35.8,,,,,,,,,,,
157136,2024-12-11 04:26:37,10569.61,,,,,,,35.8,,,,,,,,,,,
157141,2024-12-11 04:26:40,10566.98,,,14.44,19.26,,51.18,,,,,,,,,,,,
157146,2024-12-11 04:26:45,10567.04,,,15.11,-22.99,,51.34,,,,,,,,,,,,
157148,2024-12-11 04:26:47,10567.04,,,,,,,36.6,,,,,,,,,,,
157150,2024-12-11 04:26:47,10569.66,,,,,,,36.6,,,,,,,,,,,
157154,2024-12-11 04:26:50,10567.1,,,16.28,12.22,,50.85,,,,,,,,,,,,
157155,2024-12-11 04:26:51,10567.1,,,,,,,,,,,,,,,28.8,,,
157157,2024-12-11 04:26:52,10569.68,,,,,,,29.4,,,,,,,,,,,
157160,2024-12-11 04:26:55,10567.17,,,17.94,3.79,,50.06,,,,,,,,,,,,
157161,2024-12-11 04:26:57,10569.71,,,,,,,32.6,,,,,,,,,,,
157163,2024-12-11 04:26:58,10567.17,,,,,,,,,,,,,0.38790107,0.41466996,,,,
157165,2024-12-11 04:27:00,10567.23,,,20.28,-19.06,,49.52,,,,,,,,,,,,
157166,2024-12-11 04:27:02,10567.23,,,,,,,34.2,,,,,,,,,,,
157168,2024-12-11 04:27:05,10567.29,,,24.4,22.32,,50.52,,,,,,,,,,,,
157170,2024-12-11 04:27:06,10567.29,,,,,,,,,,,,,,,28.8,,,
157171,2024-12-11 04:27:07,10569.75,,,,,,,37,,,,,,,,,,,
157173,2024-12-11 04:27:10,10567.35,,,30.01,-13.73,,50.59,,,,,,,,,,,,
157179,2024-12-11 04:27:15,10567.41,,,35.16,-3.67,1,51.07,,,,,,,,,,,,
157181,2024-12-11 04:27:17,10567.41,,,,,,,36.2,,,,,,,,,,,
157183,2024-12-11 04:27:17,10569.8,,,,,,,36.2,,,,,,,,,,,
157189,2024-12-11 04:27:20,10567.47,,,38.9,16.14,1,51.34,,,,,,,,,,,,
157190,2024-12-11 04:27:20,10567.47,,,38.9,16.14,1,51.34,,,,,,,,,,,,
157192,2024-12-11 04:27:22,10567.47,,,,,,,31.6,,,,,,,,,,,
157195,2024-12-11 04:27:25,10567.52,,,41.44,-21.48,,51.89,,,,,,,,,,,,
157196,2024-12-11 04:27:27,10567.52,,,,,,,34.2,,,,,,,,,,,
157197,2024-12-11 04:27:27,10569.86,,,,,,,34.2,,,,,,,,,,,
157199,2024-12-11 04:27:30,10567.57,,,42.67,14.27,,52.02,,,,,,,,,,,,
157201,2024-12-11 04:27:32,10569.89,,,,,,,33.6,,,,,,,,,,,
157204,2024-12-11 04:27:35,10567.62,,,42.77,-0.48,,52,,,,,,,,,,,,
157206,2024-12-11 04:27:37,10567.62,,,,,,,38,,,,,,,,,,,
157207,2024-12-11 04:27:37,10569.92,,,,,,,38,,,,,,,,,,,
157209,2024-12-11 04:27:38,10569.92,,,,,,,,,,,,,0.37044263,0.39600673,,,,
157212,2024-12-11 04:27:40,10567.67,,,42.04,-16.08,,51.77,,,,,,,,,,,,
157213,2024-12-11 04:27:42,10567.67,,,,,,,35,,,,,,,,,,,
157217,2024-12-11 04:27:45,10567.71,,,40.91,23.39,,52.34,,,,,,,,,,,,
157218,2024-12-11 04:27:45,10567.71,,,40.91,23.39,,52.34,,,,,,,,,,,,
157220,2024-12-11 04:27:47,10569.98,,,,,,,34,,,,,,,,,,,
157227,2024-12-11 04:27:50,10567.76,,,39.57,-16.46,,51.98,,,,,,,,,,,,
157228,2024-12-11 04:27:50,10567.76,,,39.57,-16.46,,51.98,,,,,,,,,,,,
157232,2024-12-11 04:27:52,10567.76,,,,,,,31.4,,,,,,,,,,,
157235,2024-12-11 04:27:55,10567.8,,,38.25,-0.55,,52.32,,,,,,,,,,,,
157237,2024-12-11 04:27:57,10570.03,,,,,,,39,,,,,,,,,,,
157239,2024-12-11 04:27:58,10567.8,,,,,,,,,,0,,,0.4061823,0.39600673,,,,
157240,2024-12-11 04:28:00,10567.84,,,36.9,16.59,,51.89,,,,,,,,,,,,
157245,2024-12-11 04:28:05,10567.87,,,35.61,-23.14,,52.66,,,,,,,,,,,,
157247,2024-12-11 04:28:07,10567.87,,,,,,,36.8,,,,,,,,,,,
157248,2024-12-11 04:28:07,10570.09,,,,,,,36.8,,,,,,,,,,,
157251,2024-12-11 04:28:10,10567.9,,,34.19,16.41,,52.49,,,,,,,,,,,,
157258,2024-12-11 04:28:15,10567.93,,,32.71,-0.26,,51.93,,,,,,,,,,,,
157260,2024-12-11 04:28:17,10570.14,,,,,,,31.2,,,,,,,,,,,
157262,2024-12-11 04:28:18,10567.93,,,,,,,,,,-0.04,,,0.4061823,0.41466996,,,,
157263,2024-12-11 04:28:20,10567.95,,,31.27,-15.89,,51.93,,,,,,,,,,,,
157264,2024-12-11 04:28:21,10567.95,,,,,,,,,,,,,,,27.73,,1.59,2.04
157265,2024-12-11 04:28:22,10525.18,,,,,,,37.2,,,,,,,,,,,
157269,2024-12-11 04:28:25,10567.98,,,29.85,21.71,,52.26,,,,,,,,,,,,
157270,2024-12-11 04:28:27,10570.21,,,,,,,28.8,,,,,,,,,,,
157275,2024-12-11 04:28:30,10568.01,,,28.43,-17.25,,52.12,,,,,,,,,,,,
157277,2024-12-11 04:28:32,10568.01,,,,,,,34.4,,,,,,,,,,,
157279,2024-12-11 04:28:35,10568.04,,,27.07,1.56,,51.94,,,,,,,,,,,,
157280,2024-12-11 04:28:35,10568.04,,,27.07,1.56,,51.94,,,,,,,,,,,,
157281,2024-12-11 04:28:37,10570.28,,,,,,,36,,,,,,,,,,,
157283,2024-12-11 04:28:38,10568.04,,,,,,,,,,-0.06,,,0.44537002,0.45467657,,,,
157285,2024-12-11 04:28:38,10570.28,,,,,,,,,,-0.06,,,0.44537002,0.45467657,,,,
157288,2024-12-11 04:28:40,10568.07,,,25.79,12.18,,51.76,,,,,,,,,,,,
157293,2024-12-11 04:28:45,10568.1,,,24.69,-21.57,,52.09,,,,,,,,,,,,
157296,2024-12-11 04:28:47,10570.34,,,,,,,34.6,,,,,,,,,,,
157302,2024-12-11 04:28:50,10568.14,,,23.7,19.45,,51.93,,,,,,,,,,,,
157303,2024-12-11 04:28:50,10568.14,,,23.7,19.45,,51.93,,,,,,,,,,,,
157304,2024-12-11 04:28:50,10568.14,,,23.7,19.45,,51.93,,,,,,,,,,,,
157307,2024-12-11 04:28:55,10568.18,,,23.03,-6.14,,51.83,,,,,,,,,,,,
157308,2024-12-11 04:28:55,10568.18,,,23.03,-6.14,,51.83,,,,,,,,,,,,
157312,2024-12-11 04:28:57,10568.18,,,,,,,39.4,,,,,,,,,,,
157314,2024-12-11 04:28:58,10570.4,,,,,,,,,,0,,,0.46635965,0.4761048,,,,
157317,2024-12-11 04:29:00,10568.22,,,22.57,-12.88,,51.57,,,,,,,,,,,,
157323,2024-12-11 04:29:05,10568.26,,,22.46,23.74,,52.3,,,,,,,,,,,,
157325,2024-12-11 04:29:07,10570.46,,,,,,,30.8,,,,,,,,,,,
157329,2024-12-11 04:29:10,10568.3,,,22.48,-18.72,,51.72,,,,,,,,,,,,
157330,2024-12-11 04:29:12,10568.3,,,,,,,31.6,,,,,,,,,,,
157334,2024-12-11 04:29:15,10568.34,,,22.78,8.23,,52.34,,,,,,,,,,,,
157338,2024-12-11 04:29:18,10568.34,,,,,,,,,,-0.02,,,0.42532507,0.49854293,,,,
157340,2024-12-11 04:29:18,10570.52,,,,,,,,,,-0.02,,,0.42532507,0.49854293,,,,
157341,2024-12-11 04:29:20,10568.38,,,23.22,9.78,1,51.75,,,,,,,,,,,,
157342,2024-12-11 04:29:21,10568.38,,,,,,,,,,,,,,,,,1.59,2.04
157346,2024-12-11 04:29:25,10568.42,,,23.79,-21.99,1,52.42,,,,,,,,,,,,
157348,2024-12-11 04:29:27,10568.42,,,,,,,36.6,,,,,,,,,,,
157352,2024-12-11 04:29:30,10568.45,,,24.39,22.64,,52.32,,,,,,,,,,,,
157354,2024-12-11 04:29:32,10570.59,,,,,,,32.6,,,,,,,,,,,
157357,2024-12-11 04:29:35,10568.49,,,25.07,-7.45,,51.93,,,,,,,,,,,,
157358,2024-12-11 04:29:36,10570.61,,,,,,,,,,,,,,,26.67,,,
157361,2024-12-11 04:29:38,10568.49,,,,,,,,,,0,,,0.44537002,0.4761048,,,,
157363,2024-12-11 04:29:38,10570.61,,,,,,,,,,0,,,0.44537002,0.4761048,,,,
157365,2024-12-11 04:29:40,10568.52,,,25.69,-9.15,,52.24,,,,,,,,,,,,
157367,2024-12-11 04:29:42,10568.52,,,,,,,37.6,,,,,,,,,,,
157369,2024-12-11 04:29:45,10568.54,,,26.22,20.61,,52.23,,,,,,,,,,,,
157375,2024-12-11 04:29:50,10568.57,,,26.45,-22.03,,52.29,,,,,,,,,,,,
157376,2024-12-11 04:29:51,10568.57,,,,,,,,,,,,,,,27.73,,,
157380,2024-12-11 04:29:55,10568.6,,,26.5,12.36,,52.27,,,,,,,,,,,,
157381,2024-12-11 04:29:57,10568.6,,,,,,,31.8,,,,,,,,,,,
157383,2024-12-11 04:29:58,10570.69,,,,,,,,,,,,,0.42532507,0.45467657,,,,
157385,2024-12-11 04:30:00,10568.62,,,26.33,9.33,,52.29,,,,,,,,,,,,
157386,2024-12-11 04:30:02,10568.62,,,,,,,33.2,,,,,,,,,,,
157390,2024-12-11 04:30:05,10568.64,,,25.94,-19.36,,52.44,,,,,,,,,,,,
157392,2024-12-11 04:30:06,10568.64,,,,,,,,,,,,,,,24.53,,,
157393,2024-12-11 04:30:07,10568.64,,,,,,,35.4,,,,,,,,,,,
157395,2024-12-11 04:30:10,10568.66,,,25.41,20.73,,52.69,,,,,,,,,,,,
157397,2024-12-11 04:30:12,10570.74,,,,,,,38,,,,,,,,,,,
157401,2024-12-11 04:30:15,10568.68,,,24.71,-10.62,,52.05,,,,,,,,,,,,
157403,2024-12-11 04:30:17,10570.76,,,,,,,36.2,,,,,,,,,,,
157405,2024-12-11 04:30:18,10568.68,,,,,,,,,,,,,,0.49854293,,,,
157407,2024-12-11 04:30:18,10570.76,,,,,,,,,,,,,,0.49854293,,,,
157410,2024-12-11 04:30:20,10568.7,,,23.92,-4.37,,52.17,,,,,,,,,,,,
157411,2024-12-11 04:30:21,10568.7,,,,,,,,,,,,,,,28.8,,1.59,2.04
157412,2024-12-11 04:30:22,10525.79,,,,,,,35.6,,,,,,,,,,,
157415,2024-12-11 04:30:25,10568.72,,,23.11,18.91,,52.02,,,,,,,,,,,,
157421,2024-12-11 04:30:30,10568.74,,,22.18,-23.08,,52.09,,,,,,,,,,,,
157427,2024-12-11 04:30:35,10568.76,,,21.22,12.61,,51.97,,,,,,,,,,,,
157428,2024-12-11 04:30:36,10568.76,,,,,,,,,,,,,,,21.33,,,
157431,2024-12-11 04:30:38,10568.76,,,,,,,,,,,,,0.42532507,0.49854293,,,,
157433,2024-12-11 04:30:38,10570.88,,,,,,,,,,,,,0.42532507,0.49854293,,,,
157436,2024-12-11 04:30:40,10568.79,,,20.22,4.56,,51.46,,,,,,,,,,,,
157439,2024-12-11 04:30:42,10568.79,,,,,,,33.6,,,,,,,,,,,
157442,2024-12-11 04:30:45,10568.82,,,19.34,-18.73,,51.57,,,,,,,,,,,,
157444,2024-12-11 04:30:47,10570.95,,,,,,,37.8,,,,,,,,,,,
157448,2024-12-11 04:30:50,10568.85,,,18.62,22.68,,52.25,,,,,,,,,,,,
157449,2024-12-11 04:30:51,10568.85,,,,,,,,,,,,,,,20.27,,,
157454,2024-12-11 04:30:55,10568.89,,,18.06,-11.69,,51.71,,,,,,,,,,,,
157458,2024-12-11 04:30:58,10568.89,,,,,,,,,,0,,,0.4061823,0.4761048,,,,
157460,2024-12-11 04:30:58,10571.01,,,,,,,,,,0,,,0.4061823,0.4761048,,,,
157463,2024-12-11 04:31:00,10568.93,,,17.65,-0.63,,52,,,,,,,,,,,,
157469,2024-12-11 04:31:05,10568.97,,,17.48,18.39,,51.87,,,,,,,,,,,,
157471,2024-12-11 04:31:07,10568.97,,,,,,,31.2,,,,,,,,,,,
157474,2024-12-11 04:31:10,10569,,,17.49,-22.63,,52.51,,,,,,,,,,,,
157479,2024-12-11 04:31:15,10569.04,,,17.72,14.49,,51.99,,,,,,,,,,,,
157482,2024-12-11 04:31:17,10569.04,,,,,,,35,,,,,,,,,,,
157484,2024-12-11 04:31:18,10569.04,,,,,,,,,,0.02,,,0.38790107,0.43421274,,,,
157488,2024-12-11 04:31:20,10569.07,,,18.1,1.68,1,51.98,,,,,,,,,,,,
157489,2024-12-11 04:31:20,10569.07,,,18.1,1.68,1,51.98,,,,,,,,,,,,
157490,2024-12-11 04:31:21,10569.07,,,,,,,,,,,,,,,18.13,,1.59,2.01
157494,2024-12-11 04:31:25,10569.1,,,18.64,-16.63,1,52.31,,,,,,,,,,,,
157495,2024-12-11 04:31:27,10526.18,,,,,,,35,,,,,,,,,,,
157496,2024-12-11 04:31:27,10569.1,,,,,,,35,,,,,,,,,,,
157497,2024-12-11 04:31:27,10571.18,,,,,,,35,,,,,,,,,,,
157499,2024-12-11 04:31:30,10569.13,,,19.24,23.97,,52.24,,,,,,,,,,,,
157500,2024-12-11 04:31:32,10569.13,,,,,,,34.2,,,,,,,,,,,
157502,2024-12-11 04:31:35,10569.16,,,19.95,-15.65,,51.95,,,,,,,,,,,,
157504,2024-12-11 04:31:37,10569.16,,,,,,,31.6,,,,,,,,,,,
157506,2024-12-11 04:31:38,10569.16,,,,,,,,,,0.02,,,0.38790107,0.43421274,,,,
157508,2024-12-11 04:31:38,10571.22,,,,,,,,,,0.02,,,0.38790107,0.43421274,,,,
157510,2024-12-11 04:31:40,10569.19,,,20.71,-0.73,,52.1,,,,,,,,,,,,
157516,2024-12-11 04:31:45,10569.22,,,21.36,16.89,,52.25,,,,,,,,,,,,
157518,2024-12-11 04:31:47,10569.22,,,,,,,30.2,,,,,,,,,,,
157522,2024-12-11 04:31:50,10569.24,,,21.92,-23.62,,52.19,,,,,,,,,,,,
157524,2024-12-11 04:31:52,10526.28,,,,,,,35.4,,,,,,,,,,,
157526,2024-12-11 04:31:52,10569.24,,,,,,,35.4,,,,,,,,,,,
157528,2024-12-11 04:31:52,10571.28,,,,,,,35.4,,,,,,,,,,,
157532,2024-12-11 04:31:55,10569.27,,,22.37,16,,52.12,,,,,,,,,,,,
157536,2024-12-11 04:31:58,10569.27,,,,,,,,,,0,,,0.4061823,0.4761048,,,,
157538,2024-12-11 04:32:00,10569.29,,,22.74,0.04,,51.85,,,,,,,,,,,,
157544,2024-12-11 04:32:05,10569.32,,,22.9,-14.03,,51.96,,,,,,,,,,,,
157545,2024-12-11 04:32:06,10569.32,,,,,,,,,,,,,,,16,,,
157546,2024-12-11 04:32:07,10571.36,,,,,,,29.2,,,,,,,,,,,
157551,2024-12-11 04:32:10,10569.35,,,22.88,22.54,,52.16,,,,,,,,,,,,
157557,2024-12-11 04:32:15,10569.37,,,22.68,-17.85,,52.14,,,,,,,,,,,,
157561,2024-12-11 04:32:18,10569.37,,,,,,,,,,0.02,,,0.38790107,0.45467657,,,,
157563,2024-12-11 04:32:20,10569.4,,,22.28,1.66,,51.64,,,,,,,,,,,,
157565,2024-12-11 04:32:21,10569.4,,,,,,,,,,,,,,,17.07,,1.59,2.01
157569,2024-12-11 04:32:25,10569.44,,,21.87,13.08,,51.65,,,,,,,,,,,,
