,RT_Time,RT_Depth,RT_PUMP_ON,RT_PUMP_OFF,RT_ROP,RT_RPM.W,RT_SLIDE_BIT,RT_WOB,MR_GAMA.5S5A,MR_FLOW.M,MR_ROTATION,MR_RPM-AVG.MR,MR_RPM-MAG-AVG.MR,MR_GRAV.M,MR_VIBA.MR,MR_VIBL.MR,PD_Gamma,PD_Pump Event,PD_Axial Vibration,PD_Lateral Vibration
212240,2024-12-11 19:17:02,10718.98,,,,,,,28,,,,,,,,,,,
212242,2024-12-11 19:17:04,10719.07,,,42.42,-18.77,,31.24,,,,,,,,,,,,
212246,2024-12-11 19:17:06,10719.07,,,,,,,,,,,,,,,30.93,,,
212249,2024-12-11 19:17:08,10719.07,,,,,,,,,,0,,,1.62,1.09,,,,
212251,2024-12-11 19:17:09,10719.15,,,46.39,30.86,,30.84,,,,,,,,,,,,
212254,2024-12-11 19:17:12,10719.15,,,,,,,36.6,,,,,,,,,,,
212258,2024-12-11 19:17:14,10719.23,,,51.41,-23.39,1,31.5,,,,,,,,,,,,
212266,2024-12-11 19:17:19,10719.32,,,56.04,6.45,1,31.52,,,,,,,,,,,,
212270,2024-12-11 19:17:22,10719.32,,,,,,,31.8,,,,,,,,,,,
212271,2024-12-11 19:17:24,10719.4,,,58.45,15.38,,32.14,,,,,,,,,,,,
212278,2024-12-11 19:17:28,10719.4,,,,,,,,,,-0.12,,,1.69,1.04,,,,
212279,2024-12-11 19:17:29,10719.48,,,59.59,-28.69,,32.86,,,,,,,,,,,,
212282,2024-12-11 19:17:32,10719.48,,,,,,,27.2,,,,,,,,,,,
212284,2024-12-11 19:17:34,10719.56,,,59.96,24.98,,33.66,,,,,,,,,,,,
212287,2024-12-11 19:17:36,10719.56,,,,,,,,,,,,,,,29.87,,,
212288,2024-12-11 19:17:37,10682.89,,,,,,,31.4,,,,,,,,,,,
212292,2024-12-11 19:17:39,10719.64,,,59.71,-3.9,,33.67,,,,,,,,,,,,
212295,2024-12-11 19:17:42,10719.64,,,,,,,30.8,,,,,,,,,,,
212297,2024-12-11 19:17:44,10719.71,,,59.15,-13.9,,34.29,,,,,,,,,,,,
212303,2024-12-11 19:17:48,10719.71,,,,,,,,,,-0.02,,,1.77,1.2,,,,
212305,2024-12-11 19:17:49,10719.79,,,58.09,28.88,,34.35,,,,,,,,,,,,
212308,2024-12-11 19:17:51,10724.09,,,,,,,,,,,,,,,29.87,,,
212309,2024-12-11 19:17:52,10719.79,,,,,,,29.6,,,,,,,,,,,
212311,2024-12-11 19:17:54,10719.86,,,56.63,-26.16,,35.06,,,,,,,,,,,,
212317,2024-12-11 19:17:59,10719.92,,,54.89,7.73,,34.8,,,,,,,,,,,,
212320,2024-12-11 19:18:02,10683.22,,,,,,,32.2,,,,,,,,,,,
212321,2024-12-11 19:18:02,10724.22,,,,,,,32.2,,,,,,,,,,,
212324,2024-12-11 19:18:04,10719.99,,,53.07,12.25,,34.87,,,,,,,,,,,,
212327,2024-12-11 19:18:06,10719.99,,,,,,,,,,,,,,,29.87,,,
212330,2024-12-11 19:18:08,10719.99,,,,,,,,,,0,,,,1.37,,,,
212332,2024-12-11 19:18:09,10720.04,,,51.42,-25.8,,35.29,,,,,,,,,,,,
212335,2024-12-11 19:18:12,10720.04,,,,,,,30.6,,,,,,,,,,,
212336,2024-12-11 19:18:14,10720.09,,,49.65,25.28,,35.36,,,,,,,,,,,,
212342,2024-12-11 19:18:19,10720.14,,,47.46,-12.99,,35.4,,,,,,,,,,,,
212351,2024-12-11 19:18:24,10720.18,,,45.33,-9.25,,34.88,,,,,,,,,,,,
212355,2024-12-11 19:18:27,10720.18,,,,,,,31.8,,,,,,,,,,,
212359,2024-12-11 19:18:29,10720.22,,,43.03,26.59,,34.96,,,,,,,,,,,,
212362,2024-12-11 19:18:32,10720.22,,,,,,,31.6,,,,,,,,,,,
212366,2024-12-11 19:18:34,10720.27,,,40.43,-28.29,,35.14,,,,,,,,,,,,
212369,2024-12-11 19:18:36,10720.27,,,,,,,,,,,,,,,28.8,,,
212373,2024-12-11 19:18:39,10720.32,,,38.25,11.49,,35.05,,,,,,,,,,,,
212377,2024-12-11 19:18:42,10720.32,,,,,,,31.4,,,,,,,,,,,
212379,2024-12-11 19:18:44,10720.37,,,36.41,8.8,,34.96,,,,,,,,,,,,
212383,2024-12-11 19:18:47,10720.37,,,,,,,32.4,,,,,,,,,,,
212387,2024-12-11 19:18:49,10720.41,,,34.99,-24.69,,35.03,,,,,,,,,,,,
212389,2024-12-11 19:18:51,10720.41,,,,,,,,,,,,,,,30.93,,,
212390,2024-12-11 19:18:52,10683.88,,,,,,,33.6,,,,,,,,,,,
212392,2024-12-11 19:18:54,10720.45,,,34,28.4,,35.12,,,,,,,,,,,,
212396,2024-12-11 19:18:57,10720.45,,,,,,,34.4,,,,,,,,,,,
212399,2024-12-11 19:18:59,10720.5,,,33.27,-16.93,,34.86,,,,,,,,,,,,
212406,2024-12-11 19:19:05,10720.54,,,33,-5.63,,34.87,,,,,,,,,,,,
212408,2024-12-11 19:19:07,10720.54,,,,,,,31.8,,,,,,,,,,,
212411,2024-12-11 19:19:09,10720.6,,,32.91,24.68,,34.58,,,,,,,,,,,,
212417,2024-12-11 19:19:14,10720.65,,,32.88,-29.43,,35.41,,,,,,,,,,,,
212421,2024-12-11 19:19:17,10720.65,,,,,,,33,,,,,,,,,,,
212423,2024-12-11 19:19:19,10720.7,,,33.03,16.46,1,34.86,,,,,,,,,,,,
212427,2024-12-11 19:19:22,10720.7,,,,,,,29,,,,,,,,,,,
212431,2024-12-11 19:19:24,10720.75,,,33.28,5.09,1,35.2,,,,,,,,,,,,
212435,2024-12-11 19:19:27,10725.3,,,,,,,29.4,,,,,,,,,,,
212437,2024-12-11 19:19:28,10720.75,,,,,,,,,,-0.04,,,1.77,1.2,,,,
212438,2024-12-11 19:19:29,10720.79,,,33.55,-22.46,,34.78,,,,,,,,,,,,
212441,2024-12-11 19:19:32,10720.79,,,,,,,34,,,,,,,,,,,
212443,2024-12-11 19:19:34,10720.84,,,33.86,28.41,,35.33,,,,,,,,,,,,
212446,2024-12-11 19:19:36,10720.84,,,,,,,,,,,,,,,28.8,,,
212450,2024-12-11 19:19:39,10720.88,,,34.05,-18.16,,35.01,,,,,,,,,,,,
212453,2024-12-11 19:19:42,10720.88,,,,,,,32.8,,,,,,,,,,,
212456,2024-12-11 19:19:44,10720.93,,,34.25,-3.06,,34.59,,,,,,,,,,,,
212463,2024-12-11 19:19:48,10720.93,,,,,,,,,,-0.02,,,1.86,1.25,,,,
212465,2024-12-11 19:19:49,10720.99,,,34.44,22.18,,34.79,,,,,,,,,,,,
212468,2024-12-11 19:19:52,10720.99,,,,,,,31.2,,,,,,,,,,,
212469,2024-12-11 19:19:52,10725.61,,,,,,,31.2,,,,,,,,,,,
212470,2024-12-11 19:19:54,10721.04,,,34.66,-30.29,,35.04,,,,,,,,,,,,
212476,2024-12-11 19:19:59,10721.09,,,34.84,20.57,,35.22,,,,,,,,,,,,
212478,2024-12-11 19:20:02,10721.09,,,,,,,28.8,,,,,,,,,,,
212481,2024-12-11 19:20:04,10721.14,,,35.06,1.54,,34.92,,,,,,,,,,,,
212485,2024-12-11 19:20:06,10721.14,,,,,,,,,,,,,,,29.87,,,
212489,2024-12-11 19:20:08,10721.14,,,,,,,,,,-0.2,,,1.77,1.25,,,,
212491,2024-12-11 19:20:09,10721.2,,,35.42,-22.66,,34.78,,,,,,,,,,,,
212495,2024-12-11 19:20:12,10721.2,,,,,,,34,,,,,,,,,,,
212496,2024-12-11 19:20:14,10721.24,,,35.96,29.57,,34.76,,,,,,,,,,,,
212503,2024-12-11 19:20:19,10721.3,,,36.44,-23.1,,34.66,,,,,,,,,,,,
212505,2024-12-11 19:20:21,10726.02,,,,,,,,,,,,,,,28.8,,1.33,2.04
212509,2024-12-11 19:20:24,10721.34,,,36.6,1.31,,34.29,,,,,,,,,,,,
212518,2024-12-11 19:20:29,10721.36,,,36.43,18.51,,33.69,,,,,,,,,,,,
212523,2024-12-11 19:20:34,10721.37,,,35.67,-31.12,,32.86,,,,,,,,,,,,
212525,2024-12-11 19:20:36,10685.21,,,,,,,,,,,,,,,26.67,,,
212526,2024-12-11 19:20:36,10726.21,,,,,,,,,,,,,,,26.67,,,
212529,2024-12-11 19:20:39,10721.39,,,34.54,21.94,,32.27,,,,,,,,,,,,
212536,2024-12-11 19:20:44,10721.41,,,33.09,-1.17,,31.6,,,,,,,,,,,,
212541,2024-12-11 19:20:48,10721.41,,,,,,,,,,0,,,1.62,0.907199,,,,
212543,2024-12-11 19:20:49,10721.46,,,31.41,-20.43,,31.15,,,,,,,,,,,,
212545,2024-12-11 19:20:51,10721.46,,,,,,,,,,,,,,,28.8,,,
212546,2024-12-11 19:20:52,10721.46,,,,,,,35,,,,,,,,,,,
212550,2024-12-11 19:20:54,10721.52,,,29.4,29.75,,31.47,,,,,,,,,,,,
212555,2024-12-11 19:20:59,10721.58,,,27.58,-21.97,,31.48,,,,,,,,,,,,
212559,2024-12-11 19:21:02,10721.58,,,,,,,31.2,,,,,,,,,,,
212561,2024-12-11 19:21:02,10726.52,,,,,,,31.2,,,,,,,,,,,
212564,2024-12-11 19:21:04,10721.63,,,26.32,6.84,,31.11,,,,,,,,,,,,
212566,2024-12-11 19:21:06,10721.63,,,,,,,,,,,,,,,27.73,,,
212569,2024-12-11 19:21:08,10721.63,,,,,,,,,,0.16,,,1.54,0.86636835,,,,
212571,2024-12-11 19:21:09,10721.7,,,25.76,16.7,,30.89,,,,,,,,,,,,
212573,2024-12-11 19:21:12,10721.7,,,,,,,33.4,,,,,,,,,,,
212578,2024-12-11 19:21:15,10721.76,,,26.51,-27.8,,31.3,,,,,,,,,,,,
212580,2024-12-11 19:21:17,10721.76,,,,,,,31.6,,,,,,,,,,,
212581,2024-12-11 19:21:19,10721.82,,,28.29,25.57,,31.22,,,,,,,,,,,,
212583,2024-12-11 19:21:21,10726.76,,,,,,,,,,,,,,,27.73,,1.28,2.01
212584,2024-12-11 19:21:22,10721.82,,,,,,,28.8,,,,,,,,,,,
212587,2024-12-11 19:21:24,10721.88,,,30.97,-7.07,1,30.79,,,,,,,,,,,,
212592,2024-12-11 19:21:28,10721.88,,,,,,,,,,0,,,1.54,0.907199,,,,
212594,2024-12-11 19:21:28,10726.85,,,,,,,,,,0,,,1.54,0.907199,,,,
212595,2024-12-11 19:21:29,10721.95,,,34.07,-14.86,1,31.01,,,,,,,,,,,,
212602,2024-12-11 19:21:34,10722.01,,,37.62,29.79,,30.87,,,,,,,,,,,,
212610,2024-12-11 19:21:39,10722.08,,,42.46,-25.95,,31.62,,,,,,,,,,,,
212612,2024-12-11 19:21:42,10722.08,,,,,,,30.8,,,,,,,,,,,
212614,2024-12-11 19:21:44,10722.15,,,44.38,7.1,,30.91,,,,,,,,,,,,
212622,2024-12-11 19:21:50,10722.21,,,45.44,13.29,,30.8,,,,,,,,,,,,
212624,2024-12-11 19:21:52,10722.21,,,,,,,34.2,,,,,,,,,,,
212627,2024-12-11 19:21:54,10722.28,,,46.25,-29.71,,30.9,,,,,,,,,,,,
212634,2024-12-11 19:21:59,10722.35,,,46.98,27.6,,31.4,,,,,,,,,,,,
212638,2024-12-11 19:22:02,10722.35,,,,,,,34.4,,,,,,,,,,,
212641,2024-12-11 19:22:04,10722.42,,,47.49,-8.87,,31.29,,,,,,,,,,,,
212647,2024-12-11 19:22:09,10722.48,,,47.89,-9.6,,31.22,,,,,,,,,,,,
212648,2024-12-11 19:22:09,10722.48,,,47.89,-9.6,,31.22,,,,0.1,,,1.62,0.9947239,,,,
212652,2024-12-11 19:22:12,10722.48,,,,,,,38.4,,,,,,,,,,,
212653,2024-12-11 19:22:12,10727.17,,,,,,,38.4,,,,,,,,,,,
212654,2024-12-11 19:22:14,10722.55,,,48.26,26.66,,31.4,,,,,,,,,,,,
212662,2024-12-11 19:22:19,10722.62,,,48.61,-29.44,,31.48,,,,,,,,,,,,
212665,2024-12-11 19:22:22,10722.62,,,,,,,32.6,,,,,,,,,,,
212669,2024-12-11 19:22:24,10722.69,,,48.86,11.86,,31.86,,,,,,,,,,,,
212677,2024-12-11 19:22:29,10722.69,,,,,,,,,,0.12,,,1.54,0.907199,,,,
212678,2024-12-11 19:22:29,10722.75,,,48.94,10.8,,31.69,,,,,,,,,,,,
212679,2024-12-11 19:22:29,10722.75,,,48.94,10.8,,31.69,,,,0.12,,,1.54,0.907199,,,,
212681,2024-12-11 19:22:32,10722.75,,,,,,,32.4,,,,,,,,,,,
212683,2024-12-11 19:22:34,10722.82,,,48.88,-26.75,,31.96,,,,,,,,,,,,
212685,2024-12-11 19:22:36,10722.82,,,,,,,,,,,,,,,26.67,,,
212686,2024-12-11 19:22:36,10727.45,,,,,,,,,,,,,,,26.67,,,
212687,2024-12-11 19:22:37,10686.45,,,,,,,29.4,,,,,,,,,,,
212689,2024-12-11 19:22:39,10722.88,,,48.69,27.86,,32.06,,,,,,,,,,,,
212691,2024-12-11 19:22:42,10722.88,,,,,,,30.2,,,,,,,,,,,
212694,2024-12-11 19:22:44,10722.95,,,48.35,-13.65,,32.18,,,,,,,,,,,,
212698,2024-12-11 19:22:47,10722.95,,,,,,,33,,,,,,,,,,,
212701,2024-12-11 19:22:49,10723.02,,,,,,,,,,0.02,,,1.54,0.7901373,,,,
212702,2024-12-11 19:22:49,10723.02,,,48.03,-5.85,,32.43,,,,,,,,,,,,
212703,2024-12-11 19:22:49,10723.02,,,48.03,-5.85,,32.43,,,,0.02,,,1.54,0.7901373,,,,
212709,2024-12-11 19:22:54,10723.09,,,47.96,24.94,,32.1,,,,,,,,,,,,
212713,2024-12-11 19:22:57,10723.09,,,,,,,28.2,,,,,,,,,,,
212715,2024-12-11 19:22:59,10723.15,,,47.97,-29.43,,32.91,,,,,,,,,,,,
212718,2024-12-11 19:23:02,10727.69,,,,,,,36.2,,,,,,,,,,,
212721,2024-12-11 19:23:04,10723.22,,,48.04,15.51,,32.29,,,,,,,,,,,,
212723,2024-12-11 19:23:06,10727.73,,,,,,,,,,,,,,,28.8,,,
212725,2024-12-11 19:23:07,10723.22,,,,,,,32.2,,,,,,,,,,,
212727,2024-12-11 19:23:09,10723.22,,,,,,,,,,0.04,,,1.47,0.7206138,,,,
212729,2024-12-11 19:23:10,10723.29,,,48.23,5.79,,32.64,,,,,,,,,,,,
212733,2024-12-11 19:23:14,10723.36,,,48.45,-25.29,,32.56,,,,,,,,,,,,
212736,2024-12-11 19:23:17,10723.36,,,,,,,31.2,,,,,,,,,,,
212738,2024-12-11 19:23:19,10723.42,,,48.5,28.98,,33.12,,,,,,,,,,,,
212740,2024-12-11 19:23:21,10723.42,,,,,,,,,,,,,,,26.67,,1.28,1.98
212741,2024-12-11 19:23:22,10727.89,,,,,,,32.4,,,,,,,,,,,
212743,2024-12-11 19:23:24,10723.49,,,48.52,-17.27,,32.65,,,,,,,,,,,,
212746,2024-12-11 19:23:27,10723.49,,,,,,,33,,,,,,,,,,,
212749,2024-12-11 19:23:29,10723.49,,,,,,,,,,-0.02,,,,0.7901373,,,,
212751,2024-12-11 19:23:29,10723.56,,,,,,,,,,-0.02,,,,0.7901373,,,,
212752,2024-12-11 19:23:29,10723.56,,,48.56,-3.97,1,32.5,,,,,,,,,,,,
212753,2024-12-11 19:23:29,10723.56,,,48.56,-3.97,1,32.5,,,,-0.02,,,,0.7901373,,,,
212755,2024-12-11 19:23:29,10727.99,,,,,,,,,,-0.02,,,,0.7901373,,,,
212761,2024-12-11 19:23:34,10723.62,,,48.51,24.32,1,32.55,,,,,,,,,,,,
212764,2024-12-11 19:23:36,10728.03,,,,,,,,,,,,,,,28.8,,,
212765,2024-12-11 19:23:37,10723.62,,,,,,,28.8,,,,,,,,,,,
212767,2024-12-11 19:23:39,10723.69,,,48.44,-29.53,,32.73,,,,,,,,,,,,
212773,2024-12-11 19:23:44,10723.76,,,48.51,17.16,,33.1,,,,,,,,,,,,
212777,2024-12-11 19:23:47,10723.76,,,,,,,33.8,,,,,,,,,,,
212778,2024-12-11 19:23:47,10728.14,,,,,,,33.8,,,,,,,,,,,
212780,2024-12-11 19:23:49,10723.76,,,,,,,,,,0.06,,,1.47,0.82737535,,,,
212782,2024-12-11 19:23:49,10723.83,,,,,,,,,,0.06,,,1.47,0.82737535,,,,
212783,2024-12-11 19:23:49,10723.83,,,48.52,3.88,,32.49,,,,,,,,,,,,
212784,2024-12-11 19:23:49,10723.83,,,48.52,3.88,,32.49,,,,0.06,,,1.47,0.82737535,,,,
212786,2024-12-11 19:23:51,10723.83,,,,,,,,,,,,,,,29.87,,,
212791,2024-12-11 19:23:54,10723.89,,,48.44,-21.59,,32.9,,,,,,,,,,,,
212797,2024-12-11 19:23:57,10723.89,,,,,,,31.8,,,,,,,,,,,
212798,2024-12-11 19:23:59,10723.96,,,48.37,28.58,,33.14,,,,,,,,,,,,
212803,2024-12-11 19:24:04,10724.02,,,48.21,-21.5,,33.36,,,,,,,,,,,,
212805,2024-12-11 19:24:06,10724.02,,,,,,,,,,,,,,,32,,,
212806,2024-12-11 19:24:06,10728.37,,,,,,,,,,,,,,,32,,,
212810,2024-12-11 19:24:09,10724.09,,,47.78,1.15,,32.95,,,,,,,,,,,,
212811,2024-12-11 19:24:09,10724.09,,,47.78,1.15,,32.95,,,,-0.02,,,1.54,0.907199,,,,
212814,2024-12-11 19:24:12,10724.09,,,,,,,33.6,,,,,,,,,,,
212817,2024-12-11 19:24:14,10724.15,,,47.38,19.94,,33.03,,,,,,,,,,,,
212824,2024-12-11 19:24:19,10724.22,,,47.11,-29.87,,33.3,,,,,,,,,,,,
212826,2024-12-11 19:24:21,10724.22,,,,,,,,,,,,,,,30.93,,1.28,1.88
212830,2024-12-11 19:24:24,10724.28,,,46.89,21.08,,33.42,,,,,,,,,,,,
212833,2024-12-11 19:24:27,10724.28,,,,,,,35.4,,,,,,,,,,,
212835,2024-12-11 19:24:27,10728.58,,,,,,,35.4,,,,,,,,,,,
212837,2024-12-11 19:24:27,10728.58,,,,,,,35.4,,,,,,,,,,,
212839,2024-12-11 19:24:29,10724.35,,,46.74,-0.49,,33.36,,,,,,,,,,,,
212840,2024-12-11 19:24:29,10724.35,,,46.74,-0.49,,33.36,,,,0.02,,,1.54,0.9947239,,,,
212845,2024-12-11 19:24:34,10724.42,,,46.89,-18.22,,33.01,,,,,,,,,,,,
212848,2024-12-11 19:24:37,10724.42,,,,,,,31.8,,,,,,,,,,,
212851,2024-12-11 19:24:39,10724.47,,,46.97,29.76,,33.65,,,,,,,,,,,,
212857,2024-12-11 19:24:44,10724.54,,,46.91,-21.84,,33.29,,,,,,,,,,,,
212861,2024-12-11 19:24:47,10724.54,,,,,,,28,,,,,,,,,,,
212862,2024-12-11 19:24:49,10724.61,,,46.84,3.52,,33.81,,,,,,,,,,,,
212863,2024-12-11 19:24:49,10724.61,,,46.84,3.52,,33.81,,,,-0.04,,,1.47,0.9947239,,,,
212868,2024-12-11 19:24:54,10724.68,,,46.87,16.59,,33.28,,,,,,,,,,,,
212876,2024-12-11 19:24:59,10724.74,,,46.87,-27.98,,33.76,,,,,,,,,,,,
212884,2024-12-11 19:25:04,10724.81,,,47.11,23.86,,33.55,,,,,,,,,,,,
212889,2024-12-11 19:25:07,10724.81,,,,,,,33.2,,,,,,,,,,,
212891,2024-12-11 19:25:09,10724.88,,,47.59,-4.66,,33.44,,,,,,,,,,,,
212892,2024-12-11 19:25:09,10724.88,,,47.59,-4.66,,33.44,,,,,,,,,,,,
212893,2024-12-11 19:25:09,10724.88,,,47.59,-4.66,,33.44,,,,0,,,1.54,1.04,,,,
212898,2024-12-11 19:25:14,10724.94,,,48.02,-14.12,,33.55,,,,,,,,,,,,
212902,2024-12-11 19:25:17,10724.94,,,,,,,32,,,,,,,,,,,
212903,2024-12-11 19:25:19,10725,,,48.14,28.92,,33.52,,,,,,,,,,,,
212905,2024-12-11 19:25:21,10725,,,,,,,,,,,,,,,,,1.28,1.88
212909,2024-12-11 19:25:24,10725.06,,,47.88,-26.03,,33.64,,,,,,,,,,,,
212916,2024-12-11 19:25:29,10725.06,,,,,,,,,,-0.04,,,,1.14,,,,
212918,2024-12-11 19:25:29,10725.11,,,,,,,,,,-0.04,,,,1.14,,,,
212919,2024-12-11 19:25:29,10725.11,,,47.16,7.18,1,32.98,,,,,,,,,,,,
212920,2024-12-11 19:25:29,10725.11,,,47.16,7.18,1,32.98,,,,-0.04,,,,1.14,,,,
212926,2024-12-11 19:25:34,10725.17,,,46.09,14.06,1,33.15,,,,,,,,,,,,
212930,2024-12-11 19:25:37,10729.35,,,,,,,33.2,,,,,,,,,,,
212933,2024-12-11 19:25:39,10725.23,,,44.79,-29.51,,33.01,,,,,,,,,,,,
212941,2024-12-11 19:25:45,10725.3,,,43.72,25.5,,33.14,,,,,,,,,,,,
212942,2024-12-11 19:25:47,10725.3,,,,,,,33.6,,,,,,,,,,,
212943,2024-12-11 19:25:47,10729.47,,,,,,,33.6,,,,,,,,,,,
212945,2024-12-11 19:25:49,10725.3,,,,,,,,,,0.06,,,,0.9947239,,,,
212947,2024-12-11 19:25:49,10725.36,,,,,,,,,,0.06,,,,0.9947239,,,,
212948,2024-12-11 19:25:49,10725.36,,,43.12,-9.6,,33.19,,,,,,,,,,,,
212949,2024-12-11 19:25:49,10725.36,,,43.12,-9.6,,33.19,,,,0.06,,,,0.9947239,,,,
212951,2024-12-11 19:25:49,10729.53,,,,,,,,,,0.06,,,,0.9947239,,,,
212953,2024-12-11 19:25:49,10729.53,,,,,,,,,,0.06,,,,0.9947239,,,,
212958,2024-12-11 19:25:54,10725.41,,,42.76,-12.72,,32.84,,,,,,,,,,,,
212962,2024-12-11 19:25:57,10725.41,,,,,,,33.2,,,,,,,,,,,
212963,2024-12-11 19:25:57,10729.59,,,,,,,33.2,,,,,,,,,,,
212966,2024-12-11 19:25:59,10725.48,,,42.67,27.25,,32.95,,,,,,,,,,,,
212973,2024-12-11 19:26:04,10725.55,,,43.02,-28.01,,32.88,,,,,,,,,,,,
212977,2024-12-11 19:26:07,10688.7,,,,,,,33.2,,,,,,,,,,,
212979,2024-12-11 19:26:07,10729.7,,,,,,,33.2,,,,,,,,,,,
212982,2024-12-11 19:26:09,10725.55,,,,,,,,,,0,,,,0.9947239,,,,
212984,2024-12-11 19:26:09,10725.61,,,,,,,,,,0,,,,0.9947239,,,,
212985,2024-12-11 19:26:09,10725.61,,,43.58,12.61,,33.26,,,,,,,,,,,,
212986,2024-12-11 19:26:09,10725.61,,,43.58,12.61,,33.26,,,,0,,,,0.9947239,,,,
212989,2024-12-11 19:26:12,10725.61,,,,,,,37,,,,,,,,,,,
212992,2024-12-11 19:26:14,10725.68,,,44.15,10.99,,32.64,,,,,,,,,,,,
212996,2024-12-11 19:26:17,10729.82,,,,,,,29.8,,,,,,,,,,,
212999,2024-12-11 19:26:20,10725.75,,,45.04,-27.58,,33.25,,,,,,,,,,,,
213000,2024-12-11 19:26:21,10729.87,,,,,,,,,,,,,,,,,1.28,1.91
213001,2024-12-11 19:26:22,10725.75,,,,,,,36.6,,,,,,,,,,,
213003,2024-12-11 19:26:24,10725.82,,,46.27,26.99,,33.3,,,,,,,,,,,,
213006,2024-12-11 19:26:27,10729.9,,,,,,,29.6,,,,,,,,,,,
213011,2024-12-11 19:26:29,10725.89,,,,,,,,,,0.08,,,1.54,1.04,,,,
213012,2024-12-11 19:26:29,10725.89,,,47.3,-12.6,,33.35,,,,,,,,,,,,
213013,2024-12-11 19:26:29,10725.89,,,47.3,-12.6,,33.35,,,,0.08,,,1.54,1.04,,,,
213019,2024-12-11 19:26:34,10725.95,,,48.12,-8.54,,33.75,,,,,,,,,,,,
213021,2024-12-11 19:26:37,10725.95,,,,,,,35,,,,,,,,,,,
213022,2024-12-11 19:26:37,10729.98,,,,,,,35,,,,,,,,,,,
213024,2024-12-11 19:26:39,10726.02,,,48.78,24.95,,33.5,,,,,,,,,,,,
213029,2024-12-11 19:26:44,10726.08,,,49.02,-28.53,,34.32,,,,,,,,,,,,
213033,2024-12-11 19:26:47,10726.08,,,,,,,33.6,,,,,,,,,,,
213034,2024-12-11 19:26:47,10730.08,,,,,,,33.6,,,,,,,,,,,
213036,2024-12-11 19:26:49,10726.15,,,48.72,15.64,,34.22,,,,,,,,,,,,
213037,2024-12-11 19:26:49,10726.15,,,48.72,15.64,,34.22,,,,0.06,,,1.62,1.25,,,,
213044,2024-12-11 19:26:54,10726.21,,,48.22,5.61,,34.46,,,,,,,,,,,,
213046,2024-12-11 19:26:57,10689.2,,,,,,,31.8,,,,,,,,,,,
213047,2024-12-11 19:26:57,10726.21,,,,,,,31.8,,,,,,,,,,,
213048,2024-12-11 19:26:57,10730.2,,,,,,,31.8,,,,,,,,,,,
213051,2024-12-11 19:26:59,10726.27,,,47.7,-26.47,,34.29,,,,,,,,,,,,
213056,2024-12-11 19:27:04,10726.33,,,47.06,29.69,,35.03,,,,,,,,,,,,
213060,2024-12-11 19:27:07,10726.33,,,,,,,34.4,,,,,,,,,,,
213061,2024-12-11 19:27:07,10730.31,,,,,,,34.4,,,,,,,,,,,
213062,2024-12-11 19:27:09,10726.4,,,46.31,-15.25,,34.83,,,,,,,,,,,,
213063,2024-12-11 19:27:09,10726.4,,,46.31,-15.25,,34.83,,,,0.08,,,1.69,1.31,,,,
213070,2024-12-11 19:27:14,10726.46,,,45.71,-5.93,,35.06,,,,,,,,,,,,
213074,2024-12-11 19:27:17,10726.46,,,,,,,33,,,,,,,,,,,
213078,2024-12-11 19:27:19,10726.52,,,45.26,20.65,,35.37,,,,,,,,,,,,
213080,2024-12-11 19:27:21,10726.52,,,,,,,,,,,,,,,,,1.28,1.88
213084,2024-12-11 19:27:24,10726.59,,,44.96,-27.93,,35.79,,,,,,,,,,,,
213088,2024-12-11 19:27:27,10726.59,,,,,,,36,,,,,,,,,,,
213090,2024-12-11 19:27:29,10726.65,,,44.8,17.2,,35.89,,,,,,,,,,,,
213091,2024-12-11 19:27:29,10726.65,,,44.8,17.2,,35.89,,,,0,,,1.77,1.14,,,,
213094,2024-12-11 19:27:32,10730.64,,,,,,,34.4,,,,,,,,,,,
213097,2024-12-11 19:27:34,10726.71,,,44.86,3.46,1,35.92,,,,,,,,,,,,
213099,2024-12-11 19:27:36,10726.71,,,,,,,,,,,,,,,28.8,,,
213105,2024-12-11 19:27:39,10726.76,,,44.87,-21.12,1,36.3,,,,,,,,,,,,
213108,2024-12-11 19:27:42,10726.76,,,,,,,32.2,,,,,,,,,,,
213112,2024-12-11 19:27:44,10726.81,,,44.56,31.19,,36.39,,,,,,,,,,,,
213118,2024-12-11 19:27:49,10726.81,,,,,,,,,,0.02,,,,,,,,
213120,2024-12-11 19:27:49,10726.85,,,,,,,,,,0.02,,,,,,,,
213121,2024-12-11 19:27:49,10726.85,,,43.79,-20.76,,36.46,,,,,,,,,,,,
213122,2024-12-11 19:27:49,10726.85,,,43.79,-20.76,,36.46,,,,0.02,,,,,,,,
213125,2024-12-11 19:27:52,10726.85,,,,,,,36.8,,,,,,,,,,,
213126,2024-12-11 19:27:52,10730.91,,,,,,,36.8,,,,,,,,,,,
213128,2024-12-11 19:27:54,10726.89,,,42.48,-0.54,,36.15,,,,,,,,,,,,
213131,2024-12-11 19:27:57,10730.98,,,,,,,33.4,,,,,,,,,,,
213134,2024-12-11 19:27:59,10726.92,,,40.8,22.53,,36.07,,,,,,,,,,,,
213139,2024-12-11 19:28:04,10726.96,,,38.77,-31.64,,36.05,,,,,,,,,,,,
213143,2024-12-11 19:28:07,10726.96,,,,,,,29.4,,,,,,,,,,,
213147,2024-12-11 19:28:09,10726.96,,,,,,,,,,0.04,,,,,,,,
